"Etiquetas de fila","2017_corrupcion","2018_corrupcion","2019_corrupcion","2020_corrupcion","2021_corrupcion","2022_corrupcion","2023_corrupcion","2024_corrupcion","2017_IDH","2018_IDH","2019_IDH","2020_IDH","2021_IDH","2022_IDH","2023_IDH","2024_IDH","2017_PIM","2018_PIM","2019_PIM","2020_PIM","2021_PIM","2022_PIM","2023_PIM","2024_PIM","2017_Devengado","2018_Devengado2","2019_Devengado22","2020_Devengado2","2021_Devengado3","2022_Devengado23","2023_Devengado3","2024_Devengado4","2018_fragment","2022_fragment"
"AMAZONAS_BAGUA","1","2","3","1","4","2","2","2","0.5494749546051","0.552754342556","0.55701702833176","0.54798692464828","0.54768359661102","0.57004338502884","0.57207602262497","0.57097274065018","  16,738,156 ","  15,190,192 ","  18,929,899 ","  46,610,835 ","  37,044,392 ","  28,206,725 ","  30,575,495 ","  34,351,868 ","  15,124,989 ","  13,507,604 ","  13,765,469 ","  28,386,442 ","  31,836,250 ","  24,084,078 ","  23,181,870 ","  29,690,800 ","  8 ","  8 "
"AMAZONAS_BONGARA","0","0","0","1","1","0","0","2","0.5237780213356","0.53666108846664","0.54365032911301","0.52869307994843","0.52539831399918","0.5503870844841","0.57750099897385","0.55921214818954","  3,976,953 ","  3,270,617 ","  12,102,749 ","  20,444,814 ","  10,140,465 ","  21,825,489 ","  22,591,077 ","  14,194,672 ","  3,615,485 ","  3,161,325 ","  4,353,686 ","  16,116,622 ","  8,761,382 ","  10,212,502 ","  15,530,917 ","  8,655,331 ","  5 ","  4 "
"AMAZONAS_CHACHAPOYAS","0","3","0","2","0","0","1","4","0.59333157539368","0.60977202653885","0.61672967672348","0.58279091119766","0.59296011924744","0.61787754297256","0.61193293333054","0.62233680486679","  29,572,272 ","  21,053,950 ","  20,553,411 ","  54,738,256 ","  39,131,645 ","  58,291,087 ","  107,507,294 ","  132,120,049 ","  22,352,797 ","  17,228,131 ","  14,864,073 ","  31,360,444 ","  29,576,070 ","  42,316,052 ","  43,692,323 ","  78,701,527 ","  7 ","  7 "
"AMAZONAS_CONDORCANQUI","0","2","5","4","1","3","2","2","0.44950580596924","0.44886809587479","0.48008874058723","0.4466187953949","0.43459513783455","0.46474900841713","0.46249783039093","0.46481916308403","  28,955,696 ","  36,455,349 ","  44,224,699 ","  42,579,775 ","  44,856,368 ","  43,942,523 ","  48,221,148 ","  64,789,947 ","  23,207,806 ","  31,814,397 ","  34,675,427 ","  25,168,519 ","  32,131,549 ","  25,352,064 ","  37,304,364 ","  61,573,762 ","  14 ","  8 "
"AMAZONAS_LUYA","0","0","1","2","0","0","1","1","0.46423634886742","0.4803441464901","0.48420408368111","0.49771195650101","0.48488610982895","0.50599199533463","0.51403427124023","0.50355893373489","  24,872,461 ","  17,853,709 ","  23,177,673 ","  69,662,016 ","  37,992,877 ","  38,394,091 ","  21,816,629 ","  27,819,325 ","  23,523,008 ","  12,704,180 ","  14,934,339 ","  43,810,007 ","  32,000,931 ","  27,394,088 ","  19,262,390 ","  16,951,177 ","  5 ","  5 "
"AMAZONAS_RODRIGUEZ DE MENDOZA","1","0","1","2","0","3","3","2","0.50052684545517","0.51467114686966","0.5371401309967","0.52430009841919","0.50800108909607","0.53924751281738","0.54394334554672","0.53673732280731","  24,989,292 ","  24,531,358 ","  28,520,259 ","  35,775,291 ","  17,525,430 ","  8,941,984 ","  13,281,019 ","  29,552,693 ","  10,901,418 ","  12,554,641 ","  7,934,582 ","  26,550,733 ","  11,803,082 ","  7,621,099 ","  10,167,844 ","  25,765,099 ","  5 ","  4 "
"AMAZONAS_UTCUBAMBA","1","1","3","2","2","1","7","5","0.54458379745483","0.54376989603043","0.54886484146118","0.53360617160797","0.54697954654694","0.55614018440247","0.56087177991867","0.56062036752701","  43,363,908 ","  30,197,008 ","  35,652,004 ","  73,756,401 ","  73,961,022 ","  58,847,803 ","  51,988,622 ","  51,794,935 ","  38,797,409 ","  24,742,598 ","  29,019,085 ","  43,939,610 ","  63,715,545 ","  51,247,697 ","  45,808,879 ","  45,095,022 ","  10 ","  6 "
"ANCASH_AIJA","0","1","0","0","0","0","0","0","0.47061291337013","0.51688528060913","0.53379964828491","0.4637451171875","0.49914500117302","0.50285869836807","0.51876503229141","0.515485227108","  4,507,423 ","  8,102,251 ","  7,618,737 ","  25,026,228 ","  33,403,158 ","  23,778,565 ","  13,680,719 ","  8,924,647 ","  2,625,712 ","  3,647,603 ","  3,115,393 ","  5,772,732 ","  26,117,785 ","  14,106,947 ","  10,484,020 ","  6,358,428 ","  10 ","  4 "
"ANCASH_ANTONIO RAIMONDI","0","0","1","0","1","0","0","1","0.44348731637001","0.48466545343399","0.50109505653381","0.45965030789375","0.49272793531418","0.47464799880981","0.45484399795532","0.47799551486969","  6,086,006 ","  7,013,882 ","  5,272,261 ","  21,467,925 ","  31,480,558 ","  17,998,888 ","  11,747,406 ","  13,133,082 ","  4,161,121 ","  4,543,295 ","  3,918,837 ","  8,219,158 ","  22,362,899 ","  10,942,382 ","  7,582,058 ","  8,483,507 ","  8 ","  5 "
"ANCASH_ASUNCION","0","1","0","0","2","1","3","3","0.43770226836205","0.46745517849922","0.51223593950272","0.43881189823151","0.48057749867439","0.47365489602089","0.47603291273117","0.4679112136364","  7,625,319 ","  8,546,395 ","  7,973,034 ","  10,786,960 ","  14,208,641 ","  11,928,572 ","  10,268,261 ","  12,650,379 ","  6,450,679 ","  6,105,136 ","  6,203,195 ","  5,337,641 ","  12,202,288 ","  9,788,725 ","  4,590,565 ","  7,396,885 ","  5 ","  3 "
"ANCASH_BOLOGNESI","0","0","0","0","0","2","0","0","0.52157151699066","0.54523682594299","0.56509149074554","0.50206732749939","0.52027368545532","0.52984434366226","0.54884839057922","0.54377597570419","  19,997,642 ","  8,671,178 ","  7,598,898 ","  36,124,419 ","  24,466,248 ","  28,012,243 ","  17,749,786 ","  10,856,800 ","  16,178,849 ","  6,422,806 ","  4,483,975 ","  14,485,273 ","  19,469,071 ","  16,914,176 ","  15,783,317 ","  9,053,842 ","  6 ","  3 "
"ANCASH_CARHUAZ","0","0","0","0","3","0","1","1","0.47359201312065","0.49219524860382","0.52172446250916","0.46956342458725","0.47440412640572","0.4991869032383","0.50621193647385","0.50972384214401","  22,654,801 ","  29,696,715 ","  31,117,450 ","  35,314,106 ","  38,869,778 ","  55,286,808 ","  56,611,388 ","  62,780,106 ","  17,540,033 ","  18,629,335 ","  19,360,610 ","  20,063,003 ","  28,174,245 ","  26,167,774 ","  20,554,346 ","  38,647,456 ","  8 ","  7 "
"ANCASH_CARLOS FERMIN FITZCARRALD","1","0","1","0","0","1","0","3","0.44509425759315","0.46019765734673","0.48981341719627","0.44485723972321","0.47647145390511","0.47628432512283","0.48009955883026","0.48728910088539","  41,708,410 ","  52,530,804 ","  35,504,600 ","  31,810,146 ","  23,662,594 ","  43,334,151 ","  47,557,730 ","  58,952,545 ","  25,714,217 ","  41,988,529 ","  28,822,376 ","  21,469,980 ","  20,804,252 ","  31,470,496 ","  19,884,280 ","  33,678,050 ","  7 ","  6 "
"ANCASH_CASMA","3","0","2","2","4","6","10","3","0.59697979688644","0.6082039475441","0.62279045581818","0.55402928590775","0.58345472812653","0.61465901136398","0.62300407886505","0.63376832008362","  29,234,847 ","  45,376,670 ","  39,029,077 ","  70,114,649 ","  72,884,642 ","  96,709,556 ","  90,295,040 ","  82,694,253 ","  19,410,520 ","  33,784,670 ","  26,428,583 ","  44,022,124 ","  45,663,806 ","  80,489,695 ","  49,015,535 ","  63,144,219 ","  18 ","  10 "
"ANCASH_CORONGO","3","2","6","2","3","1","1","8","0.47907811403275","0.5045907497406","0.52308583259583","0.46215018630028","0.52119380235672","0.50109130144119","0.46500998735428","0.50210952758789","  7,836,458 ","  3,738,982 ","  4,694,307 ","  15,297,303 ","  13,252,935 ","  11,882,495 ","  26,021,098 ","  17,392,281 ","  7,026,808 ","  3,134,460 ","  3,934,932 ","  5,631,426 ","  6,807,171 ","  6,073,514 ","  13,717,166 ","  11,543,429 ","  5 ","  4 "
"ANCASH_HUARAZ","13","6","16","10","13","9","16","30","0.61611497402191","0.60582792758942","0.64639550447464","0.58648896217346","0.59864062070847","0.64762264490128","0.64684718847275","0.64620023965836","  65,633,018 ","  62,521,976 ","  70,375,573 ","  90,909,273 ","  87,747,561 ","  105,473,768 ","  112,086,226 ","  161,756,947 ","  49,630,255 ","  33,668,716 ","  37,345,224 ","  49,871,610 ","  63,312,651 ","  61,073,021 ","  61,621,507 ","  90,904,590 ","  14 ","  11 "
"ANCASH_HUARI","0","1","1","3","2","4","5","7","0.46882250905037","0.47796440124512","0.50243782997131","0.45070388913155","0.47868862748146","0.48078501224518","0.48392495512962","0.49712845683098","  43,190,278 ","  73,946,447 ","  89,162,915 ","  93,207,608 ","  103,439,808 ","  139,717,289 ","  123,028,521 ","  124,936,871 ","  26,715,852 ","  38,768,151 ","  45,395,217 ","  29,167,485 ","  63,114,754 ","  83,749,918 ","  57,527,379 ","  77,281,558 ","  10 ","  7 "
"ANCASH_HUARMEY","6","0","3","1","5","3","2","7","0.62141543626785","0.6227970123291","0.64493608474731","0.5654245018959","0.59432107210159","0.63266950845718","0.63931131362915","0.66202783584595","  21,476,032 ","  35,421,585 ","  40,537,999 ","  60,252,231 ","  55,208,965 ","  83,287,348 ","  95,327,400 ","  101,213,503 ","  15,731,807 ","  25,806,889 ","  29,107,355 ","  32,800,557 ","  41,542,505 ","  54,912,343 ","  54,388,434 ","  71,974,182 ","  14 ","  10 "
"ANCASH_HUAYLAS","1","1","1","0","0","2","3","4","0.47901871800423","0.49290040135384","0.51469790935516","0.47333270311356","0.48835495114326","0.50730013847351","0.51955831050873","0.51379019021988","  33,857,132 ","  39,451,107 ","  45,266,500 ","  62,513,669 ","  82,510,606 ","  110,240,391 ","  74,457,293 ","  45,084,830 ","  14,697,342 ","  19,014,363 ","  14,526,396 ","  29,192,069 ","  28,404,690 ","  41,317,289 ","  39,680,734 ","  31,564,160 ","  13 ","  7 "
"ANCASH_MARISCAL LUZURIAGA","0","0","1","0","1","1","0","2","0.38226833939552","0.42688077688217","0.4424033164978","0.41054889559746","0.44050657749176","0.43376770615578","0.43113306164742","0.43806952238083","  6,841,914 ","  9,225,414 ","  9,840,576 ","  30,268,345 ","  27,663,672 ","  26,561,707 ","  37,059,553 ","  30,639,088 ","  4,190,187 ","  5,891,208 ","  6,316,491 ","  15,630,364 ","  17,122,222 ","  17,033,502 ","  14,804,813 ","  13,661,890 ","  7 ","  4 "
"ANCASH_OCROS","0","0","0","0","2","3","2","2","0.50159096717834","0.54364401102066","0.53199684619904","0.48978167772293","0.49657163023949","0.51811897754669","0.52961558103561","0.53503596782684","  12,062,026 ","  6,824,901 ","  8,420,264 ","  23,707,109 ","  17,395,840 ","  21,161,013 ","  11,372,931 ","  10,981,998 ","  9,368,455 ","  3,844,481 ","  6,754,218 ","  12,190,289 ","  11,618,436 ","  7,591,512 ","  6,734,004 ","  5,809,641 ","  5 ","  5 "
"ANCASH_PALLASCA","0","1","1","0","2","2","3","4","0.46635246276855","0.49826568365097","0.50691300630569","0.46475821733475","0.49611133337021","0.4882807135582","0.4985738992691","0.50037038326263","  8,648,114 ","  15,624,719 ","  10,993,119 ","  27,358,512 ","  23,691,229 ","  12,922,913 ","  11,291,744 ","  11,049,400 ","  6,800,868 ","  13,014,815 ","  6,671,461 ","  10,368,715 ","  14,327,302 ","  9,167,330 ","  7,706,183 ","  7,440,877 ","  6 ","  4 "
"ANCASH_POMABAMBA","1","0","1","0","0","3","2","2","0.46452751755714","0.47497901320457","0.4930519759655","0.44563722610474","0.46113699674606","0.47792515158653","0.45836266875267","0.50591731071472","  19,242,037 ","  23,035,758 ","  26,791,240 ","  38,132,686 ","  51,820,443 ","  52,126,564 ","  49,471,264 ","  36,920,776 ","  15,245,068 ","  15,469,893 ","  18,068,311 ","  23,308,369 ","  33,431,229 ","  29,403,119 ","  31,630,315 ","  26,414,387 ","  8 ","  5 "
"ANCASH_RECUAY","0","2","0","0","0","0","1","1","0.51588499546051","0.53452891111374","0.54316914081573","0.50664645433426","0.49197718501091","0.52649539709091","0.53285259008408","0.53643018007278","  14,275,846 ","  13,599,481 ","  21,819,389 ","  57,808,470 ","  34,641,753 ","  25,339,903 ","  22,131,456 ","  20,628,250 ","  7,839,666 ","  7,748,906 ","  13,434,907 ","  34,877,106 ","  26,240,432 ","  18,048,435 ","  9,958,989 ","  14,970,063 ","  5 ","  7 "
"ANCASH_SANTA","4","5","5","5","4","11","14","14","0.64837086200714","0.6506022810936","0.67618823051453","0.60519230365753","0.62763446569443","0.6722976565361","0.68111765384674","0.68343955278397","  166,503,412 ","  220,030,497 ","  202,612,820 ","  293,851,674 ","  412,748,497 ","  530,242,533 ","  523,722,516 ","  445,246,593 ","  127,785,871 ","  127,095,301 ","  118,236,309 ","  130,929,695 ","  184,162,354 ","  255,404,608 ","  311,222,303 ","  373,727,663 ","  19 ","  15 "
"ANCASH_SIHUAS","0","6","10","4","3","5","15","12","0.42666870355606","0.4510632455349","0.46286877989769","0.43390464782715","0.46659204363823","0.46645629405975","0.45589971542358","0.46994251012802","  10,063,729 ","  23,457,802 ","  25,842,984 ","  39,798,867 ","  34,890,444 ","  23,404,038 ","  17,513,128 ","  16,715,273 ","  8,797,888 ","  7,634,796 ","  19,662,381 ","  16,333,670 ","  25,543,600 ","  14,874,311 ","  12,364,858 ","  10,631,857 ","  6 ","  5 "
"ANCASH_YUNGAY","0","0","0","0","0","0","0","1","0.44680753350258","0.4635623395443","0.4948915541172","0.44890490174294","0.44415521621704","0.47353819012642","0.48169329762459","0.48004159331322","  27,588,766 ","  35,117,824 ","  50,670,091 ","  65,435,937 ","  42,834,214 ","  50,132,885 ","  38,872,863 ","  54,464,285 ","  18,545,935 ","  18,501,165 ","  31,572,846 ","  32,588,235 ","  35,080,288 ","  33,158,842 ","  21,242,084 ","  32,627,127 ","  9 ","  6 "
"APURIMAC_ABANCAY","1","1","1","4","0","2","15","14","0.57711559534073","0.58001136779785","0.606594145298","0.57441359758377","0.5714470744133","0.6242767572403","0.64625054597855","0.63930821418762","  59,397,233 ","  45,265,854 ","  42,030,584 ","  68,170,883 ","  57,277,270 ","  96,237,100 ","  76,707,317 ","  69,820,794 ","  44,652,570 ","  36,315,300 ","  33,950,954 ","  42,308,737 ","  48,317,209 ","  79,975,591 ","  71,177,315 ","  64,696,259 ","  12 ","  7 "
"APURIMAC_ANDAHUAYLAS","3","6","1","6","7","3","8","11","0.5006257891655","0.50311493873596","0.53871178627014","0.50094681978226","0.50832283496857","0.55810159444809","0.5783264040947","0.56563371419907","  117,054,867 ","  88,170,135 ","  61,119,527 ","  122,972,004 ","  94,439,836 ","  95,492,702 ","  74,174,262 ","  73,501,115 ","  56,250,504 ","  42,465,606 ","  31,344,894 ","  65,004,967 ","  60,169,459 ","  78,078,584 ","  63,158,815 ","  69,341,065 ","  11 ","  6 "
"APURIMAC_ANTABAMBA","1","0","1","4","2","3","4","1","0.44056618213654","0.46112737059593","0.49253290891647","0.44973972439766","0.45699292421341","0.49848061800003","0.52397382259369","0.5160374045372","  14,585,045 ","  10,389,720 ","  7,967,741 ","  41,914,706 ","  33,811,173 ","  21,933,035 ","  16,795,682 ","  19,770,862 ","  11,477,363 ","  9,522,455 ","  6,797,307 ","  21,250,769 ","  26,912,592 ","  13,039,143 ","  12,756,047 ","  16,404,186 ","  6 ","  5 "
"APURIMAC_AYMARAES","1","0","0","0","2","0","5","3","0.41730773448944","0.43961101770401","0.4870371222496","0.45871928334236","0.46574735641479","0.50423765182495","0.50936901569366","0.51745802164078","  13,048,616 ","  12,997,292 ","  15,403,756 ","  51,882,553 ","  15,168,437 ","  49,165,198 ","  32,616,319 ","  46,479,940 ","  8,210,329 ","  9,457,870 ","  12,272,567 ","  17,553,719 ","  10,432,931 ","  30,043,815 ","  10,594,854 ","  16,955,526 ","  6 ","  4 "
"APURIMAC_CHINCHEROS","1","3","3","2","4","0","3","1","0.4533851146698","0.46810600161552","0.49988207221031","0.45099914073944","0.47237706184387","0.50181782245636","0.53206068277359","0.51560580730438","  72,445,059 ","  60,989,184 ","  30,609,570 ","  45,880,275 ","  36,002,887 ","  26,180,196 ","  29,188,705 ","  41,604,395 ","  29,777,935 ","  46,680,018 ","  24,905,133 ","  21,200,018 ","  28,902,053 ","  20,576,298 ","  14,040,622 ","  26,612,216 ","  4 ","  5 "
"APURIMAC_COTABAMBAS","0","0","0","1","0","3","3","4","0.48782393336296","0.4911327958107","0.52903318405151","0.4777709543705","0.49774926900864","0.54131323099136","0.55055487155914","0.54794996976852","  66,605,431 ","  65,814,887 ","  52,874,989 ","  83,105,872 ","  90,192,287 ","  96,691,244 ","  60,468,066 ","  78,513,700 ","  39,835,639 ","  57,490,824 ","  36,059,702 ","  58,082,065 ","  74,032,766 ","  79,372,312 ","  56,512,910 ","  74,482,602 ","  11 ","  6 "
"APURIMAC_GRAU","0","0","0","0","1","0","0","1","0.46682348847389","0.47701254487038","0.50672650337219","0.44691380858421","0.46555602550507","0.50778752565384","0.54612457752228","0.52164137363434","  18,274,195 ","  22,196,983 ","  20,706,999 ","  41,146,525 ","  21,775,078 ","  30,986,943 ","  32,918,152 ","  25,396,252 ","  13,179,613 ","  14,426,078 ","  18,132,838 ","  30,257,407 ","  17,573,325 ","  18,864,971 ","  16,881,259 ","  21,433,955 ","  4 ","  4 "
"AREQUIPA_AREQUIPA","1","9","3","1","4","6","10","19","0.72475892305374","0.72697758674622","0.72984546422958","0.70368576049805","0.72329568862915","0.7401927113533","0.74216574430466","0.75112074613571","  268,650,939 ","  337,036,611 ","  198,919,138 ","  245,084,064 ","  240,287,314 ","  262,115,660 ","  232,479,358 ","  228,295,073 ","  151,584,355 ","  171,436,774 ","  134,405,430 ","  136,246,119 ","  186,726,468 ","  180,533,504 ","  177,549,511 ","  188,772,347 ","  23 ","  17 "
"AREQUIPA_CAMANA","1","0","0","0","1","0","3","3","0.67180144786835","0.6840386390686","0.70224738121033","0.67898386716843","0.67723315954208","0.6935161948204","0.70263653993607","0.70721989870071","  35,911,795 ","  33,652,297 ","  22,482,175 ","  61,464,311 ","  90,189,945 ","  57,067,288 ","  32,678,355 ","  48,914,432 ","  26,719,521 ","  29,930,863 ","  17,406,252 ","  17,802,072 ","  54,127,430 ","  44,850,454 ","  28,768,984 ","  39,560,358 ","  11 ","  12 "
"AREQUIPA_CARAVELI","0","0","1","0","1","1","16","2","0.65944975614548","0.6745411157608","0.69502753019333","0.66289079189301","0.67922383546829","0.68441998958588","0.68027073144913","0.70510095357895","  7,482,519 ","  7,875,238 ","  9,970,232 ","  44,166,168 ","  35,174,604 ","  20,546,929 ","  35,381,069 ","  38,522,621 ","  5,296,848 ","  5,680,572 ","  6,134,219 ","  17,313,682 ","  26,933,888 ","  12,607,042 ","  10,558,862 ","  21,539,986 ","  6 ","  9 "
"AREQUIPA_CASTILLA","0","0","0","0","0","0","1","1","0.61147040128708","0.64327830076218","0.64424479007721","0.62922179698944","0.6381111741066","0.64429968595505","0.64832615852356","0.66743361949921","  20,929,536 ","  23,197,445 ","  26,339,619 ","  129,202,428 ","  108,624,919 ","  89,804,783 ","  120,422,349 ","  90,289,847 ","  11,799,785 ","  12,206,609 ","  9,829,554 ","  27,072,191 ","  28,028,436 ","  60,290,630 ","  69,370,121 ","  47,046,026 ","  8 ","  7 "
"AREQUIPA_CAYLLOMA","1","2","1","0","3","2","3","3","0.62645810842514","0.64369583129883","0.65107202529907","0.63683122396469","0.63779735565186","0.65641558170319","0.64497673511505","0.66990238428116","  43,505,496 ","  56,401,276 ","  46,696,549 ","  61,812,583 ","  50,710,041 ","  63,261,846 ","  52,643,037 ","  53,396,170 ","  34,992,607 ","  42,625,909 ","  28,880,026 ","  30,663,298 ","  31,636,723 ","  36,470,069 ","  38,887,023 ","  38,322,486 ","  11 ","  11 "
"AREQUIPA_CONDESUYOS","0","0","0","3","1","1","0","1","0.56603342294693","0.60794413089752","0.59977179765701","0.61560994386673","0.59518218040466","0.61015665531158","0.5982711315155","0.63135695457458","  38,296,166 ","  57,554,253 ","  54,174,264 ","  91,792,068 ","  70,898,688 ","  51,305,698 ","  43,580,634 ","  36,364,448 ","  27,516,073 ","  16,136,156 ","  18,922,991 ","  49,067,521 ","  45,810,522 ","  15,503,657 ","  22,759,758 ","  12,877,454 ","  6 ","  5 "
"AREQUIPA_ISLAY","0","1","2","1","2","1","2","1","0.69243901968002","0.70232290029526","0.72014582157135","0.69473952054977","0.70292192697525","0.71957975625992","0.70942831039429","0.71938771009445","  34,702,655 ","  41,530,773 ","  44,879,977 ","  62,040,108 ","  55,936,685 ","  70,314,968 ","  66,233,066 ","  76,274,898 ","  26,701,629 ","  35,469,451 ","  32,340,897 ","  36,854,184 ","  42,850,305 ","  42,610,647 ","  51,226,499 ","  50,239,765 ","  9 ","  14 "
"AREQUIPA_LA UNION","0","1","1","0","1","5","2","3","0.49234241247177","0.51798951625824","0.53179252147675","0.53365284204483","0.51672101020813","0.53554087877274","0.5422996878624","0.56371283531189","  12,877,263 ","  13,926,811 ","  15,614,912 ","  32,268,361 ","  20,337,797 ","  20,060,461 ","  20,097,539 ","  20,163,016 ","  3,275,351 ","  3,742,428 ","  3,695,100 ","  19,303,395 ","  8,962,293 ","  14,626,967 ","  14,984,746 ","  12,376,170 ","  8 ","  7 "
"AYACUCHO_CANGALLO","1","5","0","1","5","2","2","3","0.40784540772438","0.42235970497131","0.42870265245438","0.45098361372948","0.44096586108208","0.46272334456444","0.4577271938324","0.47076773643494","  37,195,302 ","  29,741,871 ","  23,698,528 ","  38,357,426 ","  16,866,375 ","  19,809,915 ","  15,750,855 ","  27,773,294 ","  29,287,868 ","  20,418,909 ","  19,854,759 ","  33,218,940 ","  13,804,206 ","  15,646,666 ","  14,028,867 ","  23,157,444 ","  7 ","  4 "
"AYACUCHO_HUAMANGA","5","5","9","3","21","12","18","23","0.56329727172852","0.57935905456543","0.58597230911255","0.56158399581909","0.56387364864349","0.60564815998077","0.61441630125046","0.61349999904633","  85,141,943 ","  85,162,103 ","  74,411,230 ","  96,190,619 ","  104,124,887 ","  105,886,405 ","  112,480,530 ","  104,185,662 ","  68,503,002 ","  66,306,236 ","  58,787,992 ","  61,843,728 ","  80,239,077 ","  77,098,047 ","  91,944,222 ","  96,950,233 ","  13 ","  8 "
"AYACUCHO_HUANCA SANCOS","0","0","0","3","0","0","2","4","0.43117359280586","0.45698207616806","0.44933271408081","0.47475251555443","0.45442861318588","0.48775053024292","0.46193316578865","0.50089925527573","  7,304,454 ","  8,319,861 ","  10,261,740 ","  42,785,715 ","  31,494,478 ","  15,255,550 ","  11,933,459 ","  13,610,758 ","  5,596,508 ","  5,497,078 ","  8,572,170 ","  21,586,035 ","  20,884,928 ","  11,751,528 ","  5,930,164 ","  7,163,546 ","  5 ","  5 "
"AYACUCHO_HUANTA","3","2","1","0","3","7","4","17","0.47076171636581","0.49541139602661","0.49466976523399","0.4844945371151","0.48803535103798","0.51754295825958","0.54134130477905","0.53365659713745","  46,028,012 ","  60,918,759 ","  71,088,429 ","  70,188,393 ","  64,082,589 ","  59,818,694 ","  60,505,828 ","  76,914,538 ","  29,300,414 ","  31,234,767 ","  48,976,457 ","  57,184,889 ","  52,057,931 ","  42,161,178 ","  53,713,474 ","  71,909,077 ","  11 ","  5 "
"AYACUCHO_LA MAR","7","6","2","11","10","5","2","1","0.43819546699524","0.47359791398048","0.46052312850952","0.46697932481766","0.4614492058754","0.49027973413467","0.50702887773514","0.50482261180878","  41,880,222 ","  73,916,728 ","  90,921,629 ","  80,520,345 ","  48,475,800 ","  45,477,420 ","  44,189,491 ","  48,588,509 ","  23,888,991 ","  41,964,579 ","  68,143,814 ","  53,520,091 ","  37,306,735 ","  31,875,745 ","  29,135,737 ","  39,452,696 ","  7 ","  7 "
"AYACUCHO_LUCANAS","1","0","0","3","2","5","4","13","0.4808255136013","0.51377010345459","0.5026034116745","0.51979839801788","0.48955807089806","0.52965295314789","0.54179310798645","0.54644906520844","  24,773,547 ","  18,953,269 ","  28,611,490 ","  71,815,473 ","  56,136,281 ","  37,883,402 ","  32,096,775 ","  54,739,795 ","  19,559,413 ","  13,512,909 ","  17,013,436 ","  39,787,007 ","  41,156,068 ","  22,560,351 ","  17,526,355 ","  18,166,703 ","  8 ","  6 "
"AYACUCHO_PARINACOCHAS","0","0","1","5","1","3","0","5","0.49314659833908","0.53211385011673","0.51312547922134","0.51575595140457","0.49413385987282","0.53062874078751","0.53925240039825","0.56282287836075","  12,375,734 ","  11,359,410 ","  12,051,628 ","  38,722,063 ","  32,301,109 ","  32,781,003 ","  18,075,579 ","  23,798,701 ","  10,212,050 ","  9,121,101 ","  10,378,396 ","  22,693,137 ","  25,748,567 ","  27,964,743 ","  13,586,642 ","  14,801,872 ","  8 ","  3 "
"AYACUCHO_PAUCAR DEL SARA SARA","1","1","2","0","5","2","2","2","0.48649242520332","0.48503589630127","0.50916177034378","0.5126913189888","0.49345228075981","0.54526543617249","0.53802788257599","0.55012404918671","  12,021,290 ","  12,427,627 ","  20,050,300 ","  46,459,825 ","  35,604,322 ","  17,934,561 ","  8,138,603 ","  13,615,143 ","  8,238,976 ","  3,014,775 ","  10,043,151 ","  24,831,002 ","  28,894,121 ","  15,190,328 ","  6,703,438 ","  5,484,121 ","  9 ","  5 "
"AYACUCHO_SUCRE","1","0","2","2","2","1","2","3","0.43283367156982","0.44886097311974","0.45859917998314","0.47395157814026","0.45192369818687","0.4982316493988","0.48914575576782","0.50458019971848","  10,447,980 ","  13,397,646 ","  22,190,282 ","  32,690,162 ","  21,200,716 ","  11,281,276 ","  13,313,473 ","  20,854,346 ","  7,032,053 ","  5,397,618 ","  16,837,765 ","  21,524,950 ","  18,093,535 ","  7,752,475 ","  12,182,304 ","  17,057,056 ","  8 ","  5 "
"AYACUCHO_VICTOR FAJARDO","1","0","0","0","0","3","0","2","0.41246169805527","0.43113201856613","0.42436769604683","0.45609340071678","0.42402321100235","0.48238953948021","0.47000455856323","0.4815585911274","  9,140,332 ","  9,557,752 ","  10,242,819 ","  42,011,918 ","  24,432,599 ","  21,757,171 ","  17,340,895 ","  39,431,103 ","  5,545,319 ","  8,224,887 ","  7,970,308 ","  20,492,973 ","  16,331,075 ","  16,855,140 ","  7,621,765 ","  21,337,761 ","  7 ","  6 "
